ActivityName,Description,Website,ContactName,Email,Address,Category,AffiliatedWithCollege,College,RequiresDues,SkillLevel
Minds Collective,"Join us as we student screenings, reviews, and short film festivals. We welcome everyone to contribute their unique perspective.",https://www.west-jones.com/,Stephen Cobb,jrodriguez@taylor-kelly.com,"54664 Daniel Flat, Boston, MA 02109",Film,True,Boston College,True,Beginner
Explorers League,"We aim to watch, make, and discuss independent and classic films. Open to all students, regardless of background or experience.",http://www.wilson.info/,Troy Wilson,bryanweber@bryant.com,"73033 Alexander Course, Boston, MA 02111",Film,False,Tufts University,False,Advanced
Vibes Alliance,An opportunity to hands-on filmmaking and video editing projects. Connect with peers through regular meetups and events.,https://www.bradshaw.com/,David Wise,claytonbobby@montoya.com,"521 Thomas Burgs, Boston, MA 02113",Film,False,Northeastern,True,Intermediate
Builders of Film,"This group is designed to hands-on filmmaking and video editing projects. Open to all students, regardless of background or experience.",http://howard.info/,Tyler Mcknight,tperez@turner-rodriguez.com,"404 Wilson Drive, Boston, MA 02215",Film,True,Northeastern,False,Intermediate
Minds Society,"Students gather here to student screenings, reviews, and short film festivals. We aim to build community through tradition and practice.",https://www.mitchell.com/,Chad Calderon,martinezjessica@boyd.net,"14453 Heather Ford, Boston, MA 02110",Film,True,University of Massachusetts Boston,True,Advanced
Explorers Collective,"Be part of a community that student screenings, reviews, and short film festivals. We welcome everyone to contribute their unique perspective.",https://www.fuller.com/,Ronald Larson,courtney50@harris.biz,"66136 Ware Mount, Boston, MA 02118",Film,True,Massachusetts Institute of Technology,False,Intermediate
Voices Coalition,"Join us as we hands-on filmmaking and video editing projects. Open to all students, regardless of background or experience.",http://www.perry-collins.net/,Jessica Glass,joelreynolds@floyd-white.com,"94340 Diana Corners, Boston, MA 02118",Film,False,Northeastern,True,Advanced
Vibes of Film,"An opportunity to student screenings, reviews, and short film festivals. Open to all students, regardless of background or experience.",http://hill.info/,James Schultz,cunninghamjohn@collins.net,"53437 David Inlet, Boston, MA 02116",Film,False,Harvard,False,Advanced
Roots Studio,"A space to watch, make, and discuss independent and classic films. Open to all students, regardless of background or experience.",http://smith.org/,Derrick Miller,fergusonkristi@ramirez.net,"91947 Andrew Mount, Boston, MA 02116",Film,False,Tufts University,False,Intermediate
Film League,"Join us as we watch, make, and discuss independent and classic films. Open to all students, regardless of background or experience.",http://www.hughes.com/,Brenda Randall,zgrant@mccall.net,"4915 Cunningham Expressway, Boston, MA 02114",Film,True,Massachusetts Institute of Technology,True,Advanced
Film Collective,A space to hands-on filmmaking and video editing projects. We welcome everyone to contribute their unique perspective.,http://www.doyle.com/,Jessica Frazier,richardwhite@dodson.info,"1851 Floyd Ville, Boston, MA 02110",Film,False,Harvard,True,Beginner
Film Initiative,"Our club encourages students to hands-on filmmaking and video editing projects. Open to all students, regardless of background or experience.",http://willis-holland.com/,Cynthia Stephens,andrew15@carter-wells.net,"00849 Gary Centers, Boston, MA 02118",Film,True,Tufts University,False,Intermediate
Sessions of Film,"Our mission is to hands-on filmmaking and video editing projects. Open to all students, regardless of background or experience.",http://woods-jacobs.net/,Raven Boyle,jrose@wilson-gonzalez.com,"3996 Bullock Bridge, Boston, MA 02116",Film,False,Harvard,True,Advanced
Film Board,"An opportunity to hands-on filmmaking and video editing projects. Open to all students, regardless of background or experience.",https://mathis-hardin.biz/,Anthony Bender MD,murillodonald@donovan.com,"07060 Brown Terrace, Boston, MA 02108",Film,False,Boston University,False,Beginner
Crew of Film,"We aim to student screenings, reviews, and short film festivals. Open to all students, regardless of background or experience.",https://www.lucas.com/,Sharon Roach,vtaylor@bentley-butler.biz,"33120 Ryan Valleys, Boston, MA 02109",Film,True,University of Massachusetts Boston,False,Intermediate
Film Union,Our mission is to hands-on filmmaking and video editing projects. We welcome everyone to contribute their unique perspective.,http://valenzuela.com/,Clifford Daugherty,christopher18@wells.com,"362 Daniel Meadow, Boston, MA 02108",Film,False,University of Massachusetts Boston,True,Beginner
Movement of Film,"A space to student screenings, reviews, and short film festivals. Open to all students, regardless of background or experience.",http://foster.com/,Cheyenne Gutierrez,angela82@rangel-skinner.net,"43108 Turner Throughway, Boston, MA 02108",Film,False,Massachusetts Institute of Technology,True,Beginner
Thinkers Circle,"Join us as we watch, make, and discuss independent and classic films. Our discussions are informal, engaging, and open-minded.",https://mann.com/,Elizabeth Ross,seanross@williams.biz,"3667 Ward Ports, Boston, MA 02116",Film,True,Massachusetts Institute of Technology,True,Beginner
Sessions of History,"An opportunity to exploring historical topics through field trips and events. Open to all students, regardless of background or experience.",http://daniel.net/,Christopher Ford,annamontgomery@harrison.org,"04218 Justin Mission, Boston, MA 02116",History,True,Harvard,True,Intermediate
History Team,"Students gather here to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",http://bautista.com/,Sheila Harris DDS,tammykane@mcmillan-kim.com,"5593 Williams Fall, Boston, MA 02113",History,True,Massachusetts Institute of Technology,True,Beginner
Creators of History,"An opportunity to bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",https://www.blanchard-evans.biz/,Francis Hartman,deleondavid@davis.com,"53030 Martinez Skyway, Boston, MA 02116",History,False,Tufts University,False,Advanced
Vibes of History,"Students gather here to student-led research into local and global histories. Open to all students, regardless of background or experience.",http://gray.net/,Karen Dodson,msanchez@johnson.com,"343 Hayes Mission, Boston, MA 02109",History,True,Harvard,True,Beginner
Sessions Collective,Students gather here to bringing the past to life through lectures and discussion. We welcome everyone to contribute their unique perspective.,https://wu-peterson.biz/,Ann Hancock,sandra27@gillespie-sharp.com,"706 Leblanc Drives, Boston, MA 02116",History,False,Boston University,False,Advanced
Exchange Initiative,"An opportunity to student-led research into local and global histories. Open to all students, regardless of background or experience.",http://www.mccoy-franco.com/,Sara Trujillo,gailperez@gates-collins.com,"0712 Shelby Village, Boston, MA 02110",History,True,Boston University,True,Beginner
Roots Circle,"Students gather here to student-led research into local and global histories. Our discussions are informal, engaging, and open-minded.",https://www.love-lloyd.com/,Evelyn Mills,proctorzachary@allen.net,"1242 Gabriel Fords, Boston, MA 02111",History,False,Boston University,True,Intermediate
Pulse of History,"Join us as we bringing the past to life through lectures and discussion. Open to all students, regardless of background or experience.",https://reeves-diaz.com/,Juan Maynard,grahameric@frederick.net,"465 Brittany Mill, Boston, MA 02113",History,True,Boston University,False,Beginner
History Society,We come together to student-led research into local and global histories. We aim to build community through tradition and practice.,http://jones.org/,Kenneth Rangel,alicia96@hubbard.com,"965 Baker Flat, Boston, MA 02114",History,True,Boston College,True,Intermediate
History Club,Join us as we exploring historical topics through field trips and events. Join us weekly as we grow our shared passion.,https://www.thompson-anderson.com/,Brian Reynolds,cynthia55@johnston.biz,"399 Smith Ferry, Boston, MA 02114",History,False,University of Massachusetts Boston,False,Advanced
History Network,Students gather here to exploring historical topics through field trips and events. Connect with peers through regular meetups and events.,http://day.biz/,Amy Reyes,christopher20@hanson.com,"173 Brett Underpass, Boston, MA 02108",History,False,Massachusetts Institute of Technology,True,Beginner
Dreamers Forum,"This group is designed to student-led research into local and global histories. Our discussions are informal, engaging, and open-minded.",https://www.morgan.org/,Angel Lane,kelleybryan@young-erickson.com,"931 Donald Freeway, Boston, MA 02116",History,True,Northeastern,False,Intermediate
Explorers Club,A space to exploring historical topics through field trips and events. Join us weekly as we grow our shared passion.,http://zavala-harris.org/,Sonya Wilcox,penningtonlaura@foster.info,"15659 Justin Summit, Boston, MA 02113",History,False,Boston College,True,Advanced
History Forum,"Students gather here to exploring historical topics through field trips and events. Our discussions are informal, engaging, and open-minded.",http://daniels.info/,Robert Pearson PhD,mooremichael@gardner.net,"44585 Gomez Road, Boston, MA 02215",History,True,Massachusetts Institute of Technology,False,Intermediate
Minds Guild,"Our mission is to student-led research into local and global histories. Open to all students, regardless of background or experience.",https://www.clark-bailey.org/,Darlene Anderson,wilcoxrhonda@rodriguez.net,"280 Gray Port, Boston, MA 02111",History,True,University of Massachusetts Boston,False,Beginner
Dreamers Union,Students gather here to exploring historical topics through field trips and events. We welcome everyone to contribute their unique perspective.,https://www.jones-holmes.com/,Aaron Patterson,xstone@smith-little.info,"479 Michael Turnpike, Boston, MA 02113",History,False,University of Massachusetts Boston,True,Intermediate
